fold_id,train_start,train_end,test_start,test_end,asset_a,asset_b,hedge_ratio_train,coint_pvalue_train,adf_pvalue_train,test_total_return,test_sharpe,test_sortino,test_max_drawdown,test_trades,test_win_rate,test_profit_factor,fees_paid,capital_depleted,fold_status
3,2023-12-23T15:00:00+00:00,2024-12-23T14:00:00+00:00,2024-12-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,BTC/USDT:USDT,DOGE/USDT:USDT,0.3583972894228251,0.045304740638427855,0.01190248185296091,-0.005502282865819663,1.3469485184760897,-0.2852803530983282,-0.02201888683676123,23,0.6521739130434783,1.4917040764481488,99.1867678673955,False,ok
3,2023-12-23T15:00:00+00:00,2024-12-23T14:00:00+00:00,2024-12-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,ATOM/USDT:USDT,ARB/USDT:USDT,1.0141568552866882,0.006354824920367978,0.0012267419257675329,-0.007763898489427268,0.6118888429906076,-0.27750663505641987,-0.027398835175619585,23,0.6086956521739131,0.8606246016223034,114.49166086109756,False,ok
3,2023-12-23T15:00:00+00:00,2024-12-23T14:00:00+00:00,2024-12-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,ETH/USDT:USDT,ATOM/USDT:USDT,0.6100158857524474,0.026141953403786264,0.006222235624667232,-0.012175155673265325,-0.10305265114961497,-0.213020021236961,-0.055888452527407484,25,0.52,0.9590060595076387,89.8377175488606,False,ok
3,2023-12-23T15:00:00+00:00,2024-12-23T14:00:00+00:00,2024-12-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,AVAX/USDT:USDT,LTC/USDT:USDT,1.1498864422947939,0.02523741903255318,0.005973784505218645,0.027393779153984443,0.9344236039716926,0.6443432327564715,-0.0735424900234769,17,0.5882352941176471,1.305248774355414,108.41594999940526,False,ok
3,2023-12-23T15:00:00+00:00,2024-12-23T14:00:00+00:00,2024-12-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,NEAR/USDT:USDT,OP/USDT:USDT,0.9762041266249656,0.008957938239373851,0.0018146567127208298,0.02295975466022493,2.297226575561443,0.4088290677559731,-0.047533403557521,21,0.6190476190476191,2.2172724858795605,65.65809956460554,False,ok
4,2024-03-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,2025-03-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,AVAX/USDT:USDT,ARB/USDT:USDT,0.9336190647639321,0.018045002027260736,0.004043935798384029,0.008399016887630895,0.013757927824622351,0.2970867849439879,-0.029363217148121068,24,0.625,0.9743895440762443,112.09020681449992,False,ok
4,2024-03-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,2025-03-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,NEAR/USDT:USDT,OP/USDT:USDT,0.9346103423583187,0.0007696565582076745,0.00011837820048491344,0.06565039906255299,3.5899220881192937,2.312373436190239,-0.024544401463093002,26,0.8076923076923077,2.2190667002550017,139.45830366624585,False,ok
4,2024-03-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,2025-03-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,ETH/USDT:USDT,AVAX/USDT:USDT,0.664461764740079,0.03229269267555764,0.00797113467929146,-0.009463646214572297,-0.6382366412470216,-0.43219988305307616,-0.03817763364624327,23,0.5652173913043478,0.8141185922259309,104.80262736064212,False,ok
4,2024-03-23T15:00:00+00:00,2025-03-23T14:00:00+00:00,2025-03-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,BNB/USDT:USDT,LINK/USDT:USDT,0.2756258095289603,0.004787683607351896,0.0008948167290596737,0.031140504717996897,4.384060109027552,1.5453093820561514,-0.008657361177173084,23,0.7391304347826086,3.2806327924686176,89.22066986716034,False,ok
5,2024-06-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,2025-06-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,NEAR/USDT:USDT,ARB/USDT:USDT,0.9339808068560485,0.008786699175577227,0.0017733531784315945,-0.025773157395237667,-1.3062617730417774,-0.7595338500584017,-0.039209648547203435,24,0.5,0.7213878580374817,142.09404103587832,False,ok
5,2024-06-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,2025-06-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,DOT/USDT:USDT,NEAR/USDT:USDT,0.7475132485171687,0.0006098614771974557,9.184970568796966e-05,-0.0392977969189191,-3.247762060733999,-1.8975601134239506,-0.04584781331017729,19,0.42105263157894735,0.38642611296038526,87.11718585063022,False,ok
5,2024-06-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,2025-06-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,AVAX/USDT:USDT,ARB/USDT:USDT,0.7938347704588776,0.037084042760135785,0.009375641051163211,0.015090056946816421,0.6689034378439546,0.5293032626564235,-0.0412333701913532,25,0.52,1.1789995043714177,124.37944485309558,False,ok
5,2024-06-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,2025-06-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,DOT/USDT:USDT,APT/USDT:USDT,0.8472791147809807,0.014681095920669221,0.0031891228791421635,-0.05161699442558165,-2.2404638213093016,-1.6865911234870585,-0.04179560144220518,23,0.4782608695652174,0.5150745868361871,107.24864842310235,False,ok
5,2024-06-23T15:00:00+00:00,2025-06-23T14:00:00+00:00,2025-06-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,ATOM/USDT:USDT,APT/USDT:USDT,0.7188704685355546,0.02488010134720775,0.00587206442530135,0.01415984115206026,1.2833497163956586,0.7200155899344637,-0.025071706022151585,22,0.6363636363636364,1.4446669764400084,97.50287106651845,False,ok
6,2024-09-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,2025-09-23T15:00:00+00:00,2025-12-23T14:00:00+00:00,LINK/USDT:USDT,ARB/USDT:USDT,1.1201471108829133,0.03365287612893448,0.008361129085756753,0.0735103251106517,3.0603587987482945,2.8070043883120444,-0.02245915372305307,25,0.76,2.7024245758280903,107.83521335119677,False,ok
6,2024-09-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,2025-09-23T15:00:00+00:00,2025-12-23T14:00:00+00:00,LTC/USDT:USDT,ARB/USDT:USDT,0.7017303025408281,0.00389259246505252,0.0007087813104355767,0.04502798917473805,1.748743740847267,1.0229928745853325,-0.04977189087978606,23,0.7391304347826086,1.6615937396341194,82.09942332564104,False,ok
6,2024-09-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,2025-09-23T15:00:00+00:00,2025-12-23T14:00:00+00:00,ADA/USDT:USDT,ARB/USDT:USDT,0.6731594410475085,0.0025482431212668633,0.00043410638315572033,-0.03465804800616079,-0.7138066209644834,-1.114814626456966,-0.06253402864447721,20,0.75,0.8159974828045413,78.47288348444921,False,ok
6,2024-09-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,2025-09-23T15:00:00+00:00,2025-12-23T14:00:00+00:00,XRP/USDT:USDT,LTC/USDT:USDT,0.9466997431579903,6.406736857866106e-05,6.834478991969681e-06,0.14234190706108873,2.480769619833078,1.6394195996942327,-0.07029637697438551,28,0.8214285714285714,2.0573796338360695,271.9845565583777,False,ok
6,2024-09-23T15:00:00+00:00,2025-09-23T14:00:00+00:00,2025-09-23T15:00:00+00:00,2025-12-23T14:00:00+00:00,XRP/USDT:USDT,ARB/USDT:USDT,0.7282888743571605,0.03511571692468452,0.008778484797157428,0.02548323828172383,1.3682794674328975,0.5000406747954846,-0.05196779757827352,24,0.625,1.3838408639689919,87.30583289504126,False,ok
